,Date,Year,Type,Country,Area,Location
5245, 02-April 1906,1906,Invalid,AUSTRALIA,New South Wales,Moodie Beach
5246, 14-Feb-1906,1906,Invalid,NEW ZEALAND,North Island,Mototapu Island
5247,28-Jan-06,1906,Unprovoked,AUSTRALIA,New South Wales,Georges River
5248,20-Jan-06,1906,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban"
5249,31-Dec-05,1905,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban"
5250,29-Dec-05,1905,Invalid,AUSTRALIA,Western Australia,Geraldton
5251, 17-Nov-1905,1905,Invalid,MEDITERRANEAN SEA?,,
5252,29-Sep-05,1905,Unprovoked,AUSTRALIA,New South Wales,"Waverly, Sydney"
5253, Aug-1905,1905,Unprovoked,USA,New Jersey,"Atlantic City, Atlantic County"
5254,Aug-05,1905,Unprovoked,PHILIPPINES,Luzon Island,Manila Bay
5255,29-Jul-05,1905,Unprovoked,USA,North Carolina,"Davis Shore, east of Beaufor, Carteret Countyt"
5256, 25-Jul-1905,1905,Invalid,ITALY,,Naples
5257,Jul-05,1905,Unprovoked,USA,North Carolina,"Ocracoke, Hyde County"
5258,22-May-05,1905,Unprovoked,USA,Florida,"Pablo Beach, Jacksonville, Duval County"
5259,06-Apr-05,1905,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban"
5260,26-Mar-05,1905,Unprovoked,AUSTRALIA,New South Wales,Lismore
5261,25-Mar-05,1905,Invalid,AUSTRALIA,Tasmania,Bridport
5262,10-Feb-05,1905,Invalid,AUSTRALIA,Victoria,Elwood
5263,01-Jan-05,1905,Invalid,AUSTRALIA,Victoria,Elwood
5264,1905,1905,Boating,USA,North Carolina,"Cape Lookout, Carteret County"
5265,02-Nov-04,1904,Unprovoked,PHILIPPINES,Luzon Island,"Inner Harbor, Olongapo"
5266, 11-Oct-1904,1904,Unprovoked,INDIAN OCEAN,Between Noumea & Sydney,
5267,Sep-04,1904,Unprovoked,CUBA,Havana Province,Havana Harbor
5268,Aug-04,1904,Unprovoked,CUBA,Villa Clara Province,Caibarien Harbor
5269,28-Jul-04,1904,Unprovoked,USA,New Jersey,"Shrewsbury River,  Monmouth County"
5270,27-Jul-04,1904,Unprovoked,USA,Texas,
5271, 01-Jul-1904,1904,Unprovoked,ITALY,Ancona Province,Ancona
5272,07-Feb-04,1904,Unprovoked,AUSTRALIA,Queensland,Brisbane
5273,04-Feb-04,1904,Unprovoked,NEW ZEALAND,North Island,Waitara
5274,23-Jan-04,1904,Unprovoked,NEW CALEDONIA,South Province,Noumea
5275,1904,1904,Invalid,USA,,
5276,1904,1904,Unprovoked,PHILIPPINES,Quezon,Tayabas
5277,1904,1904,Unprovoked,USA,Hawaii,"Off Diamond Head, Honolulu, O'ahu"
5278,04-Oct-03,1903,Unprovoked,CUBA,Havana Province,Havana Harbor
5279, 16-Sep-1903,1903,Unprovoked,USA,New Jersey,"Atlantic City, Atlantic County"
5280,Jul-03,1903,Unprovoked,FALKLAND ISLANDS,,
5281,21-Jun-03,1903,Unprovoked,AUSTRALIA,New South Wales,Georges River
5282,04-May-03,1903,Unprovoked,MEXICO,Veracruz,Coatzacoalcos
5283, 20-Mar-1903,1903,Unprovoked,AUSTRALIA,New South Wales,Sydney
5284,12-Mar-03,1903,Unprovoked,AUSTRALIA,Queensland,Logan River
5285,  10-Jan-1903,1903,Unprovoked,AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)"
5286,Summer of 1903,1903,Unprovoked,CRETE,,
5287,Ca. 1903,1903,Unprovoked,USA,Hawaii,"Koko Head, south side of O'ahu Island"
5288, 22-Dec-1902,1902,Unprovoked,NICARAGUA,Rio San Juan,Greytown
5289,10-Nov-02,1902,Unprovoked,AUSTRALIA,New South Wales,"Middle Harbour, Sydney "
5290, 01-Nov-1902,1902,Unprovoked,USA,Texas,"Near Port Lavaca, Calhoun County"
5291, 29-Aug-1902,1902,Unprovoked,ITALY,Calabria,Nicotera
5292, 24-Aug-1902,1902,Boating,CROATIA,Istria County,Porec
5293,08-Aug-02,1902,Unprovoked,USA,Hawaii,"Kalihi, O'ahu"
5294,15-Jul-02,1902,Provoked,ITALY,Liguria,"Galliera dock, Genoa"
5295,06-Jul-02,1902,Provoked,USA,New Jersey,"Atlantic City, Atlantic County"
5296,02-Jun-02,1902,Unprovoked,PHILIPPINES,Zamboanga del Sur Province,"Near mouth of River Cumalarang, 5 miles from Port Isabela, Basilan Island"
5297,Jun-02,1902,Unprovoked,EGYPT,Mediterranean Sea,"Tzortzou Reef, Marsa Matruh"
5298,Apr-02,1902,Invalid,SOUTH AFRICA,Eastern Cape Province,Algoa Bay
5299,. 22-Feb-1902,1902,Provoked,NEW ZEALAND,North Island,Poverty Bay
5300, 25-Jan-1902,1902,Unprovoked,AUSTRALIA,New South Wales,Kerosene Bay
5301, 19-Jan-1902,1902,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban
5302,19-Jan-02,1902,Unprovoked,AUSTRALIA,Queensland,Brisbane
5303,01-Dec-01,1901,Unprovoked,AUSTRALIA,Queensland,Brisbane
5304,Mid Oct-1901,1901,Unprovoked,PHILIPPINES,Zamboanga del Sur Province, Port Isabela de Basilan
5305, 23-Sep-1901,1901,Unprovoked,CYPRUS,Southern Cyprus,Larnaca
5306,30-Jul-01,1901,Unprovoked,SOUTH AFRICA,Western Cape Province,Windmill Beach
5307,17-Jul-01,1901,Invalid,ITALY,Syracuse,Capo Santa Croce
5308, 29-Jun-1901,1901,Invalid,YEMEN ,Aden,
5309,24-Jun-01,1901,Unprovoked,PHILIPPINES,Western Viscayas,"Island of Panay, Iliolo"
5310,30-Jan-01,1901,Unprovoked,AUSTRALIA,Queensland,Brisbane
5311,Summer 1901,1901,Unprovoked,USA,Florida,Indian River Inlet / Fort Pierce Inlet
5312,27-Dec-00,1900,Unprovoked,AUSTRALIA,New South Wales,"Middle Harbour, Sydney "
5313,14-Nov-00,1900,Unprovoked,SOUTH AFRICA,Western Cape Province,Three Anchor Bay
5314,27-Oct-00,1900,Invalid,SOUTH AFRICA,Western Cape Province,"Woodstock Beach, Cape Town"
5315,15-Sep-00,1900,Unprovoked,AUSTRALIA,Queensland,Townsville
5316,13-Sep-00,1900,Unprovoked,USA,Rhode Island,Coddington Cove
5317,05-Sep-00,1900,Unprovoked,USA,Hawaii,"Waikiki Beach, Oahu"
5318,21-Aug-00,1900,Unprovoked,USA,North Carolina,"Southport, Brunswick County"
5319,31-Jul-00,1900,Unprovoked,CROATIA, Primorje-Gorski Kotar County,"Volosko, Opatija"
5320,14-Jul-00,1900,Invalid,USA,Hawaii,"Makapu'u Point, O'ahu"
5321, Jul-1900,1900,Provoked,USA,Connecticut,"Bridgeport, Fairfield County"
5322,  28-Jan-1900,1900,Unprovoked,AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)"
5323,Early 1900s,1900,Unprovoked,USA,Hawaii,"Inter-Island Dry Dock at Kakaako Street, Honolulu, O'ahu"
5324,Ca. 1900,1900,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth
5325,18-Dec-1899,1899,Unprovoked,AUSTRALIA,Queensland,Tingalpa Creek
5326,20-Nov-1899,1899,Sea Disaster,PHILIPPINES,Mindoro Occidental,Off Lubang Island
5327, 12-Oct-1899,1899,Unprovoked,LIBYA,Mediterranean Sea,Off Bengasi
5329, 11-Sep-1899,1899,Unprovoked,MEXICO,Tamaulipas,Tampico
5330, 23-Aug-1899,1899,Provoked,USA,California,"Monterey Bay, Monterey County"
5331,15-Aug-1899,1899,Unprovoked,USA,Florida,"Trout River, Panama Park"
5332,08-Aug-1899,1899,Unprovoked,EGYPT ,Mediterranean Sea,Port Said
5334,08-Aug-1899,1899,Unprovoked,EGYPT,Mediterranean Sea,Port Said
5335, 08-Jul-1899,1899,Unprovoked,BAHAMAS,,
5336,07-Jun-1899,1899,Provoked,ITALY,Calabria,Bagnara Calabra
5337,  02-Jun-1899,1899,Invalid,NEW ZEALAND,North Island,East Cape
5338,28-May-1899,1899,Invalid,PHILIPPINES,Negros ,Escalante
5339, 04-May-1899,1899,Unprovoked,ITALY,Imperia Province,Bordighera
5340,28-Jan-1899,1899,Invalid,AUSTRALIA,New South Wales,Newcastle
5341,1899 During the Seige of Ladysmith,1899,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban
5342,1899,1899,Boating,USA,Florida,St. John's River
5343,Ca. 1899,1899,Unprovoked,USA,Florida,Near a small wreck in a channel at Indian Key
5344, 28-Dec-1898,1898,Unprovoked,AUSTRALIA,Queensland,The Narrows
5345,28-Oct-1898,1898,Unprovoked,USA,Hawaii,Off Kohala
5346, 19-Sep-1898,1898,Unprovoked,,,
5348,22-Aug-1898,1898,Unprovoked,USA,New York,"Prince's Bay, Staten Island"
5349, 26-Jul-1898,1898,Invalid,AUSTRALIA,New South Wales,Sydney
5350,15-Jul-1898,1898,Unprovoked,YEMEN ,Aden,Outer Harbor
5351,14-Jul-1898,1898,Unprovoked,YEMEN ,Aden,Sapper Bay
5352, Jul-1898,1898,Unprovoked,CUBA,Santiago de Cuba Province,Santiago de Cuba
5353,22-Jun-1898,1898,Unprovoked,NEW CALEDONIA,South Province,Noumea
5354,13-Apr-1898,1898,Sea Disaster,FIJI,Muala,
5355, 1898,1898,Invalid,CRETE,,
5356,1898,1898,Unprovoked,USA,South Carolina,Ramshorn Creek
5357,1898 (soon after the close of the Spanish-American War),1898,Unprovoked,CUBA,Santiago de Cuba Province,Off Santiago de Cuba
5358,1898,1898,Unprovoked,JAMAICA,Kingston Parish,Kingston Harbor
5359,1898,1898,Unprovoked,CUBA,Camaguey Province,Nuevitas Harbor
5360,1898-1899,1898,Unprovoked,USA,Florida,"a creek near Jacksonville, Duval County"
5361,Summer of 1898,1898,Unprovoked,YEMEN ,Aden,Harbor
5362,1898,1898,Sea Disaster,USA,Hawaii,
5363, 04-Dec-1897,1897,Provoked,USA,East coast,
5364,15-Oct-1897,1897,Invalid,MEXICO,Vera Cruz,Vera Cruz Harbor
5365, 05-Oct-1897,1897,Unprovoked,MARSHALL ISLANDS,Ratak ,Ailuk Island
5366,17-Sep-1897,1897,Provoked,USA,Rhode Island,Point Judith
5367,06-Sep-1897,1897,Unprovoked,USA,South Carolina,"Elliott Cut, Charleston County"
5368,21-Jul-1897,1897,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban"
5369,09-Jun-1897,1897,Invalid,YEMEN ,Socotra Islands,Socotra
5370, 15-Mar-1897,1897,Unprovoked,,Mediterranean Sea,
5371, 15-Mar-1897,1897,Unprovoked,USA,Massachusetts,30 miles south of Lynn
5372,1897,1897,Unprovoked,NEW ZEALAND,,
5373,1897,1897,Unprovoked,EGYPT,Mediterranean Sea,Port Said
5374,23-Decp1896,1896,Boating,AUSTRALIA,Victoria,Hobson's Bay
5375,20-Dec-1896,1896,Unprovoked,NEW ZEALAND,North Island,"Marine Parade, Napier, Hawke Bay"
5376, 17-Dec-1896,1896,Unprovoked,NEW ZEALAND,South Island,Hoiktika
5377,29-Nov-1896,1896,Unprovoked,AUSTRALIA,Western Australia,Albany
